id,base_currency,quote_currency,base_min_size,base_max_size,quote_increment,base_increment,display_name,min_market_funds,max_market_funds,margin_enabled,fx_stablecoin,max_slippage_percentage,post_only,limit_only,cancel_only,trading_disabled,status_message,auction_mode
SHPING-USDT,SHPING,USDT,10,130000000,0.000001,1,SHPING/USDT,1,100000,False,False,0.03000000,False,False,False,False,,False
MIR-EUR,MIR,EUR,0.3,120000,0.001,0.01,MIR/EUR,0.84,170000,False,False,0.03000000,False,False,False,False,,False
ALGO-EUR,ALGO,EUR,1,610000,0.0001,1,ALGO/EUR,0.84,700000,False,False,0.03000000,False,False,False,False,,False
UPI-USDT,UPI,USDT,10,8200000,0.00001,1,UPI/USDT,1,100000,False,False,0.03000000,False,False,False,False,,False
ENJ-USDT,ENJ,USDT,0.1,170000,0.001,0.01,ENJ/USDT,1,250000,False,False,0.03000000,False,False,False,False,,False
FIDA-USD,FIDA,USD,0.1,36000,0.01,0.01,FIDA/USD,1,100000,False,False,0.03000000,False,False,False,False,,False
RARI-USD,RARI,USD,0.048,16000,0.01,0.001,RARI/USD,1,200000,False,False,0.03000000,False,False,False,False,,False
TRU-USD,TRU,USD,1.7,1100000,0.0001,0.1,TRU/USD,1,280000,False,False,0.03000000,False,False,False,False,,False
WBTC-USD,WBTC,USD,0.000016,3,0.01,0.00000001,WBTC/USD,1,190000,False,False,0.03000000,False,True,False,False,,False
IMX-USD,IMX,USD,0.1,130000,0.001,0.01,IMX/USD,1,460000,False,False,0.03000000,False,False,False,False,,False
MANA-USDC,MANA,USDC,1,340000,0.000001,1,MANA/USDC,1,950000,False,False,0.03000000,False,False,False,False,,False
KNC-BTC,KNC,BTC,0.5,140000,0.00000001,0.1,KNC/BTC,0.000016,10,False,False,0.03000000,False,False,False,False,,False
XTZ-USD,XTZ,USD,0.16,960000,0.01,0.01,XTZ/USD,1,3900000,False,False,0.03000000,False,False,False,False,,False
AMP-USD,AMP,USD,17,25000000,0.00001,1,AMP/USD,1,970000,False,False,0.03000000,False,False,False,False,,False
REQ-GBP,REQ,GBP,4,660000,0.0001,1,REQ/GBP,0.72,150000,False,False,0.03000000,False,False,False,False,,False
ZRX-BTC,ZRX,BTC,0.82,290000,0.00000001,0.00001,ZRX/BTC,0.000016,10,False,False,0.03000000,False,False,False,False,,False
LRC-USDT,LRC,USDT,0.1,320000,0.0001,0.01,LRC/USDT,1,250000,False,False,0.03000000,False,False,False,False,,False
COMP-USD,COMP,USD,0.002,6200,0.01,0.001,COMP/USD,1,1100000,False,False,0.03000000,False,False,False,False,,False
CRV-BTC,CRV,BTC,0.23,120000,0.0000001,0.01,CRV/BTC,0.000016,13,False,False,0.03000000,False,False,False,False,,False
WLUNA-USD,WLUNA,USD,0.021,1500000000,0.00000001,0.001,WLUNA/USD,1,2300000,False,False,0.10000000,False,True,False,False,,False
ENS-USD,ENS,USD,0.021,24000,0.01,0.001,ENS/USD,1,560000,False,False,0.03000000,False,False,False,False,,False
ALGO-USD,ALGO,USD,1,2200000,0.0001,0.1,ALGO/USD,1,2900000,False,False,0.03000000,False,False,False,False,,False
OMG-USD,OMG,USD,0.1,240000,0.01,0.1,OMG/USD,1,1400000,False,False,0.03000000,False,False,False,False,,False
RLY-USDT,RLY,USDT,1,660000,0.0001,1,RLY/USDT,1,200000,False,False,0.03000000,False,False,False,False,,False
AAVE-BTC,AAVE,BTC,0.003,2500,0.000001,0.001,AAVE/BTC,0.000016,13,False,False,0.03000000,False,False,False,False,,False
NKN-USD,NKN,USD,1.7,1600000,0.0001,0.1,NKN/USD,1,440000,False,False,0.03000000,False,False,False,False,,False
SUSHI-BTC,SUSHI,BTC,0.09,70000,0.0000001,0.01,SUSHI/BTC,0.000016,11,False,False,0.03000000,False,False,False,False,,False
PRO-USD,PRO,USD,0.1,89000,0.01,0.01,PRO/USD,1,100000,False,False,0.03000000,False,False,False,False,,False
QSP-USDT,QSP,USDT,10,11000000,0.00001,1,QSP/USDT,1,100000,False,False,0.03000000,False,False,False,False,,False
AAVE-GBP,AAVE,GBP,0.003,1500,0.01,0.001,AAVE/GBP,0.72,240000,False,False,0.03000000,False,False,False,False,,False
MATIC-EUR,MATIC,EUR,0.5,680000,0.0001,0.1,MATIC/EUR,0.84,1300000,False,False,0.03000000,False,False,False,False,,False
WCFG-USD,WCFG,USD,0.57,240000,0.001,0.01,WCFG/USD,1,200000,False,False,0.03000000,False,False,False,False,,False
MKR-BTC,MKR,BTC,0.00033,99,0.00001,0.000001,MKR/BTC,0.00001,10,False,False,0.03000000,False,False,False,False,,False
AVAX-BTC,AVAX,BTC,0.01,18000,0.00000001,0.001,AVAX/BTC,0.000016,36,False,False,0.03000000,False,False,False,False,,False
QNT-USDT,QNT,USDT,0.001,2300,0.01,0.0001,QNT/USDT,1,250000,False,False,0.03000000,False,False,False,False,,False
CRV-USD,CRV,USD,0.23,420000,0.001,0.01,CRV/USD,1,1900000,False,False,0.03000000,False,False,False,False,,False
XLM-BTC,XLM,BTC,2,2900000,0.00000001,1,XLM/BTC,0.000016,17,False,False,0.03000000,False,False,False,False,,False
CGLD-USD,CGLD,USD,0.16,260000,0.01,0.01,CGLD/USD,1,1200000,False,False,0.03000000,False,False,False,False,,False
DOGE-USD,DOGE,USD,3.8,16000000,0.0001,0.1,DOGE/USD,1,2600000,False,False,0.03000000,False,False,False,False,,False
APE-EUR,APE,EUR,0.05,63000,0.001,0.01,APE/EUR,1,250000,False,False,0.03000000,False,True,False,False,,False
GAL-USDT,GAL,USDT,0.1,170000,0.001,0.001,GAL/USDT,1,250000,False,False,0.03000000,False,True,False,False,,False
AXS-BTC,AXS,BTC,0.007,9000,0.0000001,0.001,AXS/BTC,0.000016,16,False,False,0.03000000,False,False,False,False,,False
NU-GBP,NU,GBP,1,330000,0.0001,0.000001,NU/GBP,0.72,150000,False,False,0.03000000,False,False,False,False,,False
DASH-USD,DASH,USD,0.004,8600,0.01,0.001,DASH/USD,1,1200000,False,False,0.03000000,False,False,False,False,,False
BAND-USD,BAND,USD,0.11,82000,0.001,0.01,BAND/USD,1,430000,False,False,0.03000000,False,False,False,False,,False
DAI-USD,DAI,USD,0.99,6400000,0.0001,0.00001,DAI/USD,1,6400000,False,True,0.01000000,False,False,False,False,,False
IOTX-USD,IOTX,USD,4,520000,0.00001,1,IOTX/USD,1,130000,False,False,0.03000000,False,True,False,False,,False
BTC-USD,BTC,USD,0.000016,1500,0.01,0.00000001,BTC/USD,1,20000000,False,False,0.02000000,False,False,False,False,,False
RAD-USDT,RAD,USDT,0.08,32000,0.01,0.01,RAD/USDT,1,240000,False,False,0.03000000,False,False,False,False,,False
LINK-GBP,LINK,GBP,0.03,39000,0.01,0.01,LINK/GBP,0.72,660000,False,False,0.03000000,False,False,False,False,,False
LRC-USD,LRC,USD,0.45,1600000,0.0001,0.000001,LRC/USD,1,2000000,False,False,0.03000000,False,False,False,False,,False
NKN-EUR,NKN,EUR,1.6,700000,0.0001,0.1,NKN/EUR,0.84,170000,False,False,0.03000000,False,False,False,False,,False
SUSHI-EUR,SUSHI,EUR,0.08,75000,0.001,0.01,SUSHI/EUR,0.84,420000,False,False,0.03000000,False,False,False,False,,False
TRB-USD,TRB,USD,0.016,12000,0.01,0.001,TRB/USD,1,320000,False,False,0.03000000,False,False,False,False,,False
RAD-USD,RAD,USD,0.08,47000,0.01,0.01,RAD/USD,1,350000,False,False,0.03000000,False,False,False,False,,False
SPELL-USDT,SPELL,USDT,10,20000000,0.00001,1,SPELL/USDT,1,270000,False,False,0.03000000,False,False,False,False,,False
TRU-USDT,TRU,USDT,1.7,770000,0.0001,0.1,TRU/USDT,1,200000,False,False,0.03000000,False,False,False,False,,False
ADA-EUR,ADA,EUR,0.48,880000,0.0001,0.01,ADA/EUR,0.84,1100000,False,False,0.03000000,False,False,False,False,,False
USDT-USD,USDT,USD,0.99,9000000,0.00001,0.01,USDT/USD,1,9000000,False,True,0.01000000,False,False,False,False,,False
DOT-USDT,DOT,USDT,0.021,29000,0.01,0.001,DOT/USDT,1,730000,False,False,0.03000000,False,False,False,False,,False
FLOW-USD,FLOW,USD,0.01,35000,0.001,0.001,FLOW/USD,1,250000,False,False,0.03000000,False,False,False,False,,False
GODS-USD,GODS,USD,0.1,69000,0.00001,0.01,GODS/USD,1,220000,False,False,0.03000000,False,False,False,False,,False
USDT-EUR,USDT,EUR,0.97,1800000,0.00001,0.01,USDT/EUR,0.84,1600000,False,True,0.01000000,False,False,False,False,,False
NMR-GBP,NMR,GBP,0.022,7300,0.01,0.001,NMR/GBP,0.72,150000,False,False,0.03000000,False,False,False,False,,False
FET-USD,FET,USD,1.1,760000,0.0001,0.1,FET/USD,1,360000,False,False,0.03000000,False,False,False,False,,False
GAL-USD,GAL,USD,0.01,170000,0.001,0.001,GAL/USD,1,250000,False,False,0.03000000,False,True,False,False,,False
MASK-USD,MASK,USD,0.07,53000,0.01,0.01,MASK/USD,1,460000,False,False,0.03000000,False,False,False,False,,False
SUSHI-ETH,SUSHI,ETH,0.09,34000,0.000001,0.01,SUSHI/ETH,0.00022,69,False,False,0.03000000,False,False,False,False,,False
XTZ-GBP,XTZ,GBP,0.16,130000,0.001,0.01,XTZ/GBP,0.72,380000,False,False,0.03000000,False,False,False,False,,False
